timestamp,kW
2025-01-01 00:00:00,0.4664315142920814
2025-01-01 00:01:00,0.663013039758241
2025-01-01 00:02:00,0.5020508067091212
2025-01-01 00:03:00,0.5219160702844974
2025-01-01 00:04:00,0.5782059619999717
2025-01-01 00:05:00,0.5324041719631103
2025-01-01 00:06:00,0.45817261965214073
2025-01-01 00:07:00,0.48811935180831406
2025-01-01 00:08:00,0.49778079503594364
2025-01-01 00:09:00,0.5777187183597552
2025-01-01 00:10:00,0.6552783968672109
2025-01-01 00:11:00,0.5071160094288927
2025-01-01 00:12:00,0.5725489645391253
2025-01-01 00:13:00,0.43958545881853683
2025-01-01 00:14:00,0.4479150332472453
2025-01-01 00:15:00,0.5710887066412966
2025-01-01 00:16:00,0.4961378790653185
2025-01-01 00:17:00,0.5017219303207694
2025-01-01 00:18:00,0.5186066701819015
2025-01-01 00:19:00,0.5354658454056603
2025-01-01 00:20:00,0.5365608541674812
2025-01-01 00:21:00,0.5472999248021008
2025-01-01 00:22:00,0.49072759338809
2025-01-01 00:23:00,0.5501427290721582
2025-01-01 00:24:00,0.49007755782111784
2025-01-01 00:25:00,0.5148012399564605
2025-01-01 00:26:00,0.4729517559758798
2025-01-01 00:27:00,0.5534092326429221
2025-01-01 00:28:00,0.5797786322500452
2025-01-01 00:29:00,0.434611363869797
2025-01-01 00:30:00,0.4681642238940619
2025-01-01 00:31:00,0.5126681545024003
2025-01-01 00:32:00,0.45136416947430075
2025-01-01 00:33:00,0.530173395139315
2025-01-01 00:34:00,0.4898585632294208
2025-01-01 00:35:00,0.5372069822333215
2025-01-01 00:36:00,0.5444188202600846
2025-01-01 00:37:00,0.5906455725445061
2025-01-01 00:38:00,0.5826471081701953
2025-01-01 00:39:00,0.5014724127170516
2025-01-01 00:40:00,0.5744519505290475
2025-01-01 00:41:00,0.533163797990894
2025-01-01 00:42:00,0.5692191933097619
2025-01-01 00:43:00,0.5112392356304739
2025-01-01 00:44:00,0.5232388014240583
2025-01-01 00:45:00,0.5725215227589231
2025-01-01 00:46:00,0.48449324049033987
2025-01-01 00:47:00,0.5685951849649435
2025-01-01 00:48:00,0.6173633851002724
2025-01-01 00:49:00,0.5918838417665496
2025-01-01 00:50:00,0.5529684342458402
2025-01-01 00:51:00,0.5743598449500193
2025-01-01 00:52:00,0.6080981144917679
2025-01-01 00:53:00,0.5248081611248585
2025-01-01 00:54:00,0.6447549452752066
2025-01-01 00:55:00,0.6247742437636372
2025-01-01 00:56:00,0.6691283178108756
2025-01-01 00:57:00,0.6144345191590548
2025-01-01 00:58:00,0.5271896396764507
2025-01-01 00:59:00,0.636666088117628
2025-01-01 01:00:00,0.6897759251077794
2025-01-01 01:01:00,0.6127024710048358
2025-01-01 01:02:00,0.5319554533366202
2025-01-01 01:03:00,0.6070778997031417
2025-01-01 01:04:00,0.6003405808052477
2025-01-01 01:05:00,0.6550891051219255
2025-01-01 01:06:00,0.6780135877826905
